DID,ShiftSeqNumber,Total_Income,Distance,Income_per_1Kdis,Rank
2161285,201,9163.5,1651287,5.549307903,8271
2161290,735,42762.5,8414919,5.081748262,6040
2161291,979,55064,10638028,5.176147309,4636
2161293,1388,75380.5,14211661,5.304130179,1470
2161294,1516,81353,15188302,5.356293284,846
2161295,1736,103127,19544559,5.276506878,208
2161297,1150,81052.5,15278868,5.30487599,1505
2161298,1381,62743.5,10950808,5.729577215,3030
2161300,1940,108517.05,20168204,5.380600573,122
2161302,1111,58323.5,11282198,5.169515727,3944
2161303,1109,71889.5,13512454,5.320240128,2537
2161306,1441,63691.5,11398138,5.587886372,2656
2161316,132,8580.5,1669441,5.139744382,8318
2161327,1630,83370.01,15247411,5.467814175,642
2161330,1503,66621,11637889,5.724491787,2258
2161332,724,64844.21,11780278,5.504471966,4513
2161333,1009,41299.01,6689550,6.173660411,5918
2161501,268,8860.5,1440830,6.14958045,8242
2161502,1138,65298.25,12299479,5.309025691,3199
2161503,1169,84232.51,16848368,4.999446237,1022
2161505,1147,57591.02,10663315,5.400855175,4070
2161508,809,43492,8086418,5.378401166,5952
2161513,1028,58338.5,11580015,5.037860486,4100
2161514,1134,67397.5,13322822,5.058800605,2782
2161517,1368,87172,16552242,5.266476892,700
2161518,982,54849.07,10848402,5.055958472,4602
2161529,206,26066,4435751,5.876344276,7716
2161531,1439,72229.5,13139890,5.496963825,1746
2161540,218,12196.5,2233083,5.461731606,8177
2161546,829,45448,8306489,5.471385082,5822
2161548,1700,94152,18221966,5.166950701,309
2161550,914,87785,15296999,5.738707311,1742
2161552,939,66607.5,13431549,4.959033392,3361
2161554,1181,66641.5,12844485,5.188335694,2825
2161556,145,6231,1096860,5.680761446,8381
2161559,1250,75136.5,15182713,4.948819094,1568
2161562,213,29213.01,4402144,6.63608687,7643
2161563,999,54650.01,10224574,5.344966939,4724
2161574,1185,55524,10604807,5.235738849,4091
2161579,425,55895.51,12705073,4.399463899,5362
2161580,852,51799.5,9827207,5.271029704,5242
2161583,1322,76190,14563577,5.231544421,1501
2161643,243,11529.2,2107601,5.470295374,8179
2161647,1189,85857.5,16892293,5.08264331,938
2161665,376,20787.61,3919727,5.303331074,7703
2161666,1641,57531,8666258,6.638505339,3254
2161674,518,64799,9296850,6.969995213,5513
2161675,1077,85840,14073406,6.099447426,1739
2161678,1288,64869.5,11552996,5.614950442,2993
2161682,1882,83136.63,14977969,5.550594343,472
2161684,2189,114744.5,21498204,5.337399347,45
2161691,399,14853.5,2418401,6.141868119,7956
2161692,1148,78390,14664337,5.345621831,1782
2161697,858,48090,9196103,5.229389014,5518
2161701,1141,64932,12348158,5.258436117,3194
2161703,2140,119091.03,22631443,5.262193401,36
2161705,687,62565,11551321,5.416263646,4761
2161707,1027,63838,12529502,5.09501495,3525
2161710,11,418,63752,6.556657046,8626
2161713,895,68157.5,12955568,5.260865444,3536
2161714,1057,62846.5,11619783,5.408577768,3753
2161717,1259,75035.63,14347739,5.229787774,1756
2161719,618,32383.5,5862654,5.523692853,6903
2161720,1083,80482,16129900,4.989615559,1494
2161721,930,73243.5,14326715,5.112372236,2740
2161722,1146,62197,11834703,5.255476204,3481
2161723,706,43703.5,8113047,5.386817061,6118
2161724,11,426.5,63252,6.742869791,8625
2161726,575,44060.5,9133231,4.824196388,6156
2161735,16,674.5,105058,6.420263093,8611
2161746,1147,66125.17,12621745,5.238987953,3021
2161751,607,29673.59,5452434,5.442264867,7051
2161752,780,41848.3,7724875,5.417343323,6125
2161755,992,49338.6,9135189,5.40093916,5195
2161757,1092,116990.42,22146066,5.282672778,230
2161760,679,38052,7134767,5.333320626,6512
2161762,824,40341.5,7389177,5.459538999,6157
2161763,858,54354.5,11353659,4.787399375,4788
2161766,651,48387,9654205,5.0120129,5795
2161772,1033,56525.5,10761505,5.252564581,4418
2161784,523,31224,6372227,4.900013763,6995
2161786,1198,63959.06,12203768,5.240927228,3127
2161787,1159,67097.5,12366007,5.425963288,3004
2161790,1782,111945.46,21574087,5.188885166,113
2161794,509,33427.5,6189036,5.401083464,6976
2161796,1120,69637.5,13802213,5.045386562,2548
2161799,1434,70269.5,13039767,5.388861626,1881
2161807,1952,125792.5,24766375,5.079164795,22
2161809,242,10597,2003087,5.290334369,8200
2161810,1260,78923.51,14846172,5.316084847,1456
2161812,659,34570.5,6283277,5.501985668,6749
2161814,625,31621.5,6038293,5.236827693,6895
2161816,450,34905.5,6519100,5.354343391,6971
2161819,1695,106943.5,20585465,5.195097609,173
2161820,1124,66548,12467604,5.337673542,3107
2161825,1208,58224.5,10398217,5.599469601,3932
2161830,1224,60279,11024412,5.467774608,3598
2161836,679,38188,7231286,5.28094173,6492
2161838,209,8382,1418139,5.910563069,8291
2161844,2308,127317.47,24335275,5.231807325,9
2161846,1457,82561.03,16202026,5.095722597,746
2161847,1239,92028.11,18231974,5.047621832,562
2161853,992,50134.5,9396322,5.335545121,5110
2161856,1391,61532,10534808,5.840827854,3196
2161859,1349,64474,11529846,5.591922043,2854
2161862,356,20853.5,4000983,5.212094128,7713
2161869,1612,74980.31,12978846,5.777116856,1264
2161870,890,47583.5,9024994,5.272413478,5501
2161876,1229,60245.72,11106602,5.424316096,3565
2161885,1234,71825,13391270,5.363568952,2231
2161890,866,80963,13096626,6.181973892,2844
2161891,903,48518.5,9794673,4.953559961,5283
2161893,585,51414.11,10871943,4.729063609,5592
2161894,1427,86424.52,16943563,5.100728814,610
2161903,651,32129.32,5805148,5.534625474,6877
2161907,1158,54027,9613934,5.619655804,4508
2161910,1482,64423.5,11694290,5.508970617,2413
2161923,826,55234,10152399,5.440487514,5084
2161929,1050,72875.07,14297956,5.096887275,2420
2161931,1342,75246.51,14118515,5.329633464,1602
2161940,1258,88113.5,16545065,5.325666596,830
2161942,280,14219.6,2591610,5.486782348,8057
2161944,1382,75921.05,14730174,5.154117664,1332
2161945,1304,61788.4,10654194,5.799443862,3391
2161946,951,53012.51,9911107,5.348798071,4958
2161951,190,11786,2396069,4.918890065,8189
2161952,1125,86211.56,16717007,5.157116941,1061
2161953,1084,52229.33,9933154,5.258081169,4703
2161955,742,35075.5,6464546,5.425825727,6604
2161957,1574,64831.5,11009096,5.88890314,2334
2161959,1079,94605.37,18356895,5.153669507,658
2161960,367,20783.5,3882768,5.3527535,7717
2161967,1403,83856.5,16322835,5.137373502,773
2161971,415,21231.01,3893586,5.452816504,7652
2161974,1094,75294.5,13673240,5.506705068,2344
2161975,822,35603.5,6294926,5.655904454,6493
2161977,817,63939.63,12965037,4.931696685,3987
2161980,424,28572.5,5542208,5.155436245,7281
2161985,957,51243.5,9445301,5.425290311,5130
2161986,1479,77350,14650683,5.279617339,1117
2161987,951,63490,12368494,5.133203768,3807
2161989,398,25216.5,4994236,5.049120626,7466
2161990,792,55650.5,10381758,5.360411984,5092
2161992,1410,77423.05,14583917,5.30879667,1249
2161994,957,55375,10567941,5.239904348,4705
2161995,1790,108549,20866204,5.202144099,143
2162006,978,66403.5,13238090,5.016093711,3318
2162012,675,32000,5781715,5.534689967,6855
2162013,708,77535,12149778,6.381598084,3762
2162014,493,28453.5,5403156,5.26608893,7222
2162019,324,37294.5,5888259,6.333705769,7161
2162024,481,65295,13470610,4.847219242,4659
2162026,916,54270,10746229,5.050143636,4799
2162027,1778,111349,21212122,5.249309805,123
2162028,1169,60477.94,11657193,5.188036262,3564
2162029,755,39260.5,7489346,5.242180025,6295
2162032,977,74392.5,14308629,5.199135431,2541
2162033,928,53535.52,10551785,5.073598448,4848
2162037,441,22997.51,4523396,5.084124848,7508
2162040,1489,78867,14658758,5.380196603,1038
2162041,1325,71642.11,13589224,5.271979474,1954
2162045,385,25207.33,5219361,4.829581629,7451
2162047,966,81862.5,13610702,6.014568536,2349
2162048,1141,83673.54,16436252,5.090791988,1178
2162050,861,63801.85,13195232,4.835220025,3808
2162054,1362,84105,16660299,5.048228726,777
2162055,1069,79560,14967989,5.315343297,1848
2162057,1471,66232.5,12026979,5.506993901,2260
2162061,248,15652.51,3067429,5.102810856,8012
2162068,415,16318,2667429,6.117501159,7895
2162071,1087,62865.71,11953488,5.259193802,3571
2162073,476,19843.5,3529049,5.622902941,7656
2162078,703,28922,5104434,5.666054258,6987
2162084,1226,82226.5,16208959,5.072904435,1114
2162092,1974,98402,18259389,5.389117894,201
2162098,239,71585.5,17364165,4.122599618,3930
2162099,921,63932,11896581,5.373980978,4002
2162103,1164,84976.82,16330604,5.20353197,1108
2162105,791,37563,6681308,5.622102738,6414
2162107,395,20966.5,3888123,5.392447718,7679
2162108,89,3236,511354,6.328297031,8485
2162110,1062,55492.01,10480712,5.294679407,4463
2162111,1392,74179.5,13357930,5.553218201,1702
2162114,354,19743,3724338,5.301076326,7781
2162117,1045,62053.39,11944726,5.195045077,3738
2162124,548,26068,4370375,5.964705546,7336
2162126,758,65671.89,10552350,6.223437433,4689
2162127,816,45527.5,8294620,5.488798764,5843
2162132,1278,58663.51,11070474,5.299096498,3519
2162134,2281,105633,19056179,5.543241381,89
2162138,873,52978.5,10132703,5.228466679,5083
2162142,184,9295.5,1799196,5.166474359,8273
2162143,261,13594.5,2313028,5.877360758,8109
2162146,770,57849.5,11219237,5.156277561,4861
2162156,1236,81352,14737449,5.520086957,1419
2162160,748,39070.5,7416336,5.268167462,6325
2162164,1252,74770.5,14840739,5.038192505,1659
2162167,463,31433.5,6257400,5.02341228,7084
2162170,54,3022,574892,5.256639508,8505
2162173,1276,76102.5,15509906,4.906702852,1377
2162182,569,42254.5,8761057,4.822991107,6293
2162184,200,12713,2581065,4.925486185,8151
2162185,1795,89796.5,16641186,5.396039681,367
2162186,877,62254.01,12679812,4.909695033,3996
2162187,1020,58859.01,11579029,5.0832423,4095
2162189,1485,78862.38,14576400,5.410278258,1066
2162191,1167,63231.5,11855017,5.333733389,3356
2162192,863,41244,7237502,5.698651275,6078
2162193,640,71475.81,11306244,6.321799706,4514
2162194,1152,56121,9768786,5.744930844,4386
2162207,1040,47895.5,8632794,5.548087908,5268
2162209,1023,50105.01,9182448,5.456606996,5091
2162217,1183,64177.08,11962604,5.364808532,3236
2162222,472,22190.5,4026286,5.51140679,7543
2162223,1772,109683,20904935,5.246751545,139
2162224,1119,66562.5,12891894,5.163128087,2995
2162229,374,20395.01,3870226,5.269720683,7719
2162233,466,21173,4067615,5.20526156,7571
2162236,34,1709,339537,5.033324792,8556
2162252,1095,56875.5,10552252,5.389892129,4282
2162254,467,29372,5153050,5.699925287,7260
2162266,1949,121098,23543429,5.14360079,38
2162268,1136,89468.12,17694725,5.056202908,800
2162269,1162,62812,11790291,5.327434242,3412
2162277,1024,62378,11939279,5.224603596,3777
2162281,1374,103821.5,20947561,4.956257199,261
2162282,948,39899.5,7023611,5.680767343,6016
2162285,439,27868.5,5459937,5.104179774,7293
2162288,560,66689.17,10063069,6.627120414,5183
2162289,1434,84745,16118761,5.257538095,730
2162292,1108,61654,11806607,5.221991382,3628
2162293,932,67956.5,13817568,4.918123073,3198
2162294,695,37872,7388746,5.125632956,6446
2162306,11,496.5,85857,5.782871519,8623
2162309,765,33733.5,5571664,6.054474929,6722
2162313,812,45170.5,8786955,5.140631766,5771
2162314,1106,80731.5,15430128,5.232069365,1585
2162316,972,56477.5,10602075,5.327023248,4605
2162327,1055,47660.5,8141557,5.853978545,5351
2162329,334,20532.5,3985819,5.151387958,7749
2162330,1001,66403,13186628,5.03563155,3279
2162331,565,33495.5,6384018,5.246774054,6878
2162333,1244,70472,13539022,5.205102702,2235
2162337,1169,86358.65,16026362,5.388537336,1107
2162340,732,54909,11326007,4.848045741,5043
2162342,1223,55413.5,9688036,5.719786756,4251
2162350,1608,73170,12770152,5.729767351,1382
2162351,1267,64530.94,11967102,5.392361492,2959
2162352,146,5993,1028003,5.829749524,8388
2162355,967,61244,11552295,5.301457416,4119
2162358,545,40348.96,8641271,4.66933163,6405
2162362,881,91735.5,14415918,6.363486529,1853
2162364,1172,62373.05,11803944,5.284085556,3399
2162368,1005,53983,10148305,5.319410483,4748
2162371,543,60276,13113540,4.596470518,4838
2162372,1803,98179,18373860,5.343406339,244
2162375,138,8535.55,1694034,5.038594267,8311
2162378,1748,75702.01,12682033,5.969233009,1045
2162381,1068,71249.52,14381307,4.954314653,2435
2162389,68,10413,1671648,6.22918222,8338
2162390,735,52179,10251199,5.090038736,5387
2162393,1166,64729,12217292,5.298146267,3178
2162394,442,21865.5,3814420,5.732326278,7614
2162401,495,24803.03,4628187,5.359124426,7397
2162406,710,27300,4463016,6.116939756,7097
2162408,710,34374.5,6084321,5.649685478,6713
2162410,1168,80902,14922260,5.42156483,1556
2162415,38,1667,314402,5.302129121,8552
2162423,978,48152.76,8720251,5.521946559,5366
2162426,530,46403.71,9632182,4.817569892,6056
2162427,675,28171.5,4696694,5.998155298,7093
2162429,1173,58739,11136490,5.2744626,3790
2162432,910,44336,7916898,5.600173199,5786
2162434,1396,87187.5,16904906,5.15752646,634
2162438,678,36945.49,7317427,5.048972815,6521
2162446,911,48163.01,8700381,5.535735734,5502
2162447,1104,86813,16797804,5.168116023,1062
2162449,535,29091.75,5466054,5.322258068,7154
2162451,1210,96577.41,19542097,4.942018761,440
2162452,602,53595.5,11246360,4.765586376,5398
2162454,1272,91511,17276710,5.296783936,635
2162459,926,57610.75,11483816,5.016690445,4450
2162460,1156,56979.98,10165339,5.605320196,4215
2162462,1398,67204.3,12209887,5.504088613,2348
2162467,623,33355,6281579,5.30997063,6821
2162468,886,52631.5,10144123,5.188373603,5069
2162470,1025,58844.44,10915160,5.391074432,4264
2162472,1165,52287,9238446,5.659718095,4665
2162475,1045,58642.5,11209161,5.231658284,4142
2162476,265,14651,2672168,5.482813955,8053
2162477,389,19239,3622693,5.310690141,7764
2162480,1128,59781.03,11822259,5.056650341,3663
2162484,536,20643.5,3374449,6.117591346,7581
2162485,1174,74889.5,14742059,5.079989166,1872
2162492,1155,78369.5,15328663,5.112611583,1610
2162493,1181,89213.5,16872507,5.287507067,857
2162495,1127,79532,15764309,5.04506731,1516
2162496,1770,97280.88,18464505,5.268534412,259
2162498,1030,54928.5,9884333,5.557127628,4720
2162500,515,24396.97,4364713,5.589593176,7409
2162501,177,10509.04,2010788,5.22632918,8245
2162506,1939,117889.83,22362011,5.271879618,55
2162508,1212,55074,9177903,6.000717157,4439
2162509,523,21345,3660427,5.831286896,7547
2162511,1273,72398.5,13713293,5.279439446,2023
2162517,1257,81332,15818438,5.141594891,1158
2162518,930,55644.5,10962550,5.075871946,4649
2162520,1143,60811.6,11658182,5.216216388,3615
2162521,1064,67821,13450153,5.042396172,2929
2162523,176,8153.5,1549330,5.262597381,8299
2162524,505,31960.5,5874334,5.440701874,7070
2162525,1174,65716.96,12583653,5.222407198,2974
2162527,331,37636.51,5659121,6.65059291,7170
2162532,1093,76369.74,13996631,5.456294447,2204
2162536,653,38106,6883890,5.535532962,6584
2162538,863,47174.5,8703648,5.420083625,5632
2162541,1643,101855,19470418,5.231269303,235
2162547,937,59452.44,11232162,5.293054,4388
2162548,1346,82748.55,15762568,5.249687107,964
2162550,1844,115995.5,22824225,5.082122175,65
2162551,400,20588.5,3867652,5.323255557,7686
2162552,773,40928.5,7851896,5.212562673,6141
2162554,803,55157.01,10787341,5.113123799,4991
2162563,736,42013,7583721,5.53989262,6223
2162565,784,44436,8339182,5.328580189,5910
2162567,345,19510,3844292,5.075056733,7783
2162571,418,17200.5,2891829,5.947965803,7853
2162576,1354,78308.03,14712177,5.322667747,1294
2162577,1024,57559,10987567,5.238557362,4316
2162579,1374,62242.51,10928984,5.69517807,3083
2162582,939,45219.01,7861909,5.751657772,5712
2162585,938,69308,13001990,5.330568628,3335
2162589,851,35823,6145579,5.829068343,6461
2162590,1091,45983,7988285,5.756304388,5372
2162593,1248,66937.5,12320636,5.432958169,2774
2162596,1444,71896.5,13143797,5.469994705,1752
2162598,274,12758.5,2368325,5.387140701,8108
2170022,967,52473.5,9471019,5.540428121,5045
2170028,1234,68589.5,12994534,5.278334721,2513
2170029,1253,66222.85,12144561,5.452881335,2851
2170036,1011,48803.01,9039776,5.398696826,5197
2170038,1733,111868.02,21091184,5.30401802,135
2170039,758,41113,7901723,5.203042425,6154
2170041,883,85031.8,13861036,6.13459196,2342
2170042,441,40215.5,8671477,4.637675911,6575
2170043,1107,71501,13411009,5.331515324,2585
2170050,693,56607.5,11654520,4.857128393,4976
2170051,502,25172,4815496,5.227291228,7357
2170052,545,31035.3,5959813,5.207428488,7021
2170057,867,72476,15271327,4.745887505,2683
2170059,702,44285.5,8916831,4.966506599,5958
2170064,921,65887,13413035,4.912161938,3459
2170066,445,22391,3903995,5.735406936,7584
2170070,785,75838.54,15575280,4.869160619,2633
2170073,570,58999,12250192,4.816169412,5011
2170076,892,89094.5,14549881,6.123383415,1929
2170078,1262,61304.04,11220836,5.463411104,3374
2170084,487,35565,7225854,4.921909576,6816
2170085,854,48130.5,9399468,5.120555759,5478
2170086,847,46592,8705738,5.351872524,5677
2170088,1298,54594,9114099,5.990060016,4246
2170089,1654,77454,13667439,5.667045596,979
2170092,1498,81496.34,16057416,5.075308505,739
2170094,232,10119,1843110,5.490176929,8227
2170096,1009,54718.51,10629972,5.147568592,4593
2170100,485,33795.01,6626456,5.100012737,6945
2170101,1751,82540,14746175,5.597383728,590
2170107,275,15208.5,2915809,5.215876623,8010
2170108,1184,53633.62,9437685,5.682921182,4504
2170114,1110,56370,10864278,5.188563842,4188
2170119,1668,89239,17128283,5.21003769,409
2170120,804,50901.5,10099422,5.040040905,5329
2170123,1332,69982.5,12776258,5.477542799,2233
2170126,200,18513.58,4044746,4.577192239,7931
2170128,309,11724.5,1883453,6.225002695,8131
2170134,1081,81535.5,17217095,4.735729227,1218
2170135,1125,55486,10070869,5.509554339,4413
2170138,915,54717.18,10474742,5.223725797,4845
2170141,1135,75804.57,14590721,5.195395759,1973
2170142,183,9932.5,1870060,5.311326909,8258
2170145,1089,66265.5,12777560,5.186084041,3142
2170149,319,17638.08,3377198,5.222696448,7896
2170161,45,2458,464871,5.287488357,8522
2170162,1100,63783.61,12670339,5.03408867,3288
2170163,383,23648,4564857,5.180447055,7553
2170167,797,50053,9827633,5.09308803,5438
2170171,1160,80321,15660525,5.128882972,1430
2170172,502,31137,5088562,6.119017514,7185
2170173,583,29424.5,5203727,5.654504935,7112
2170175,968,44173.5,7850793,5.626629055,5700
2170176,1469,60271,10140475,5.943607178,3160
2170177,406,18181.83,3011150,6.038168142,7828
2170178,1983,118263,22557206,5.242803564,47
2170179,1201,68387,13693000,4.994303659,2415
2170181,861,50158,9859325,5.087366529,5291
2170185,2,117,21620,5.411655874,8648
2170186,1210,47225.5,7529286,6.272241485,5165
2170188,1161,67372.72,12748000,5.284963916,2875
2170192,1394,92032.77,17705904,5.197857732,498
2170193,1710,73266,12454851,5.882527218,1246
2170194,1238,72717.5,13800799,5.269078986,2077
2170196,1018,49211.51,8466407,5.812561338,5298
2170203,1224,50342.73,8862524,5.680405492,4719
2170204,726,83207,12755634,6.523156748,3232
2170205,1477,82828.81,15694731,5.277491535,786
2170209,1510,92075.05,17878421,5.150066105,414
2170210,2175,104787.5,18661883,5.61505503,120
2170217,705,42021.5,7968031,5.273762113,6197
2170220,912,50125.89,9589522,5.227152094,5233
2170221,490,68390.78,15423810,4.434104155,3957
2170223,852,37873,6764012,5.599191722,6299
2170225,293,18433,3380863,5.452158221,7906
2170226,1446,65228.5,11664786,5.591915703,2474
2170230,608,46420.65,8996531,5.159838831,6036
2170232,1539,77579.89,14333246,5.412583444,1054
2170233,1135,63928.5,12124388,5.272719745,3330
2170235,1298,83544.25,16296839,5.126408256,931
2170238,1045,60765,12072844,5.033196818,3772
2170240,787,48435,9424369,5.139336119,5599
2170246,981,53017.5,9382703,5.650557201,5006
2170249,1240,89543.2,16586898,5.398429532,811
2170252,520,34723,6317535,5.496289296,6913
2170253,708,41547.38,7926696,5.241449905,6229
2170257,322,18311,3505376,5.223690697,7867
2170259,515,68630.5,15113907,4.540884101,3961
2170265,3,262,51507,5.086687246,8639
2170267,215,9172.5,1575701,5.82121862,8266
2170268,1168,61988,11412069,5.431793306,3555
2170269,1164,76828,15094496,5.08980227,1701
2170272,1270,75224.5,14328273,5.250074451,1709
2170273,1252,54045.5,9699955,5.571726879,4244
2170275,1661,89591.5,17295581,5.180022573,403
2170278,1299,77959.55,14667536,5.315108823,1447
2170279,1476,81880,15514331,5.277700985,839
2170281,694,30008,4987181,6.017026452,6982
2170290,958,46204.5,8715748,5.301266168,5483
2170298,540,26493,5059720,5.236060493,7249
2170299,1589,67807.51,11304181,5.998445177,2072
2170300,1180,63706.21,11732656,5.429819983,3327
2170310,1207,73328.01,14459112,5.0714048,1947
2170311,996,44763.5,7541739,5.935434785,5684
2170312,851,35302,5795130,6.091666624,6543
2170318,1138,85227.5,17350259,4.91217451,963
2170320,986,39340,6234054,6.310500358,6109
2170324,1231,58014.5,10520929,5.514199364,3846
2170326,625,26550,4553254,5.830994713,7217
2170329,1516,80899.51,14883720,5.435436168,899
2170333,1208,75127,14249241,5.272350998,1903
2170337,157,16196.5,2793935,5.797021047,8111
2170338,286,16236.5,3142860,5.166154394,7974
2170340,603,29374,5557308,5.285652694,7050
2170343,1537,82062.05,15701856,5.226264335,723
2170346,1365,100187.59,18558093,5.398592948,384
2170350,1769,101887.51,19249191,5.293080109,212
2170356,1266,83383.55,16525995,5.045599372,953
2170357,1180,56372.56,10028854,5.62103706,4220
2170358,1020,57159.16,11459018,4.988137727,4221
2170360,1413,73708.29,14255649,5.170461899,1481
2170362,853,98991.85,17636744,5.612818897,942
2170363,1376,66177,12085310,5.475821473,2505
2170365,72,3054,502993,6.071655073,8494
2170367,532,27726.5,5501009,5.04025716,7181
2170369,517,34463.5,6841658,5.037302362,6860
2170376,675,37989,6901946,5.504099858,6558
2170379,1145,68704.61,13160847,5.220379053,2715
2170381,492,32095,6230276,5.151457175,7026
2170383,1279,59437.5,10673267,5.568819744,3584
2170387,823,91865.38,14501929,6.334700715,1982
2170389,418,22369.05,4342330,5.151393376,7566
2170393,854,51478.54,10339391,4.978875448,5148
2170394,773,36609.5,6539730,5.598013985,6505
2170395,1687,83444.01,15236452,5.47660374,587
2170399,1541,71166.52,12452353,5.715106213,1707
2170401,1296,61093.55,11325239,5.394460108,3272
2170404,1220,58942.15,10911989,5.401595438,3709
2170405,1277,52701.06,8589106,6.135802725,4537
2170407,420,79024.52,18276374,4.323862053,2722
2170408,1151,48152,8281708,5.814259571,5096
2170419,1323,84700,16556176,5.115915656,831
2170420,1245,63235.51,11891259,5.317814539,3121
2170421,1297,85353.61,16405871,5.202625938,870
2170422,1428,75628.55,14611176,5.176075492,1275
2170423,793,44571.5,8188044,5.443485648,5924
2170426,1265,76576.6,14592563,5.247645667,1609
2170427,1744,78812,13678996,5.761533961,815
2170428,1220,66707.5,12773683,5.222260487,2727
2170430,1265,71820.78,13545949,5.302011694,2123
2170431,399,28488.94,5836529,4.881144255,7279
2170432,1317,55738.62,9324256,5.977808846,4071
2170454,799,37879.5,6592390,5.745943429,6406
2170455,1442,77111.75,14035518,5.494043754,1302
2170457,1210,59298,10865564,5.457424944,3730
2170463,1403,76483,14732743,5.191361853,1268
2170486,1337,71127,13854469,5.133866913,1874
2170488,1009,59765.5,11427925,5.229777059,4116
2170492,829,43019.43,7723505,5.569936188,5988
2170496,604,29787,5431543,5.484076992,7055
2170500,905,74524.51,14852402,5.017673909,2576
2170504,14,601.5,92234,6.521456296,8615
2170505,705,45790,9568790,4.785349036,5807
2170508,1385,111117,23276025,4.773882138,163
2170512,541,25876.81,4519413,5.725701546,7328
2170517,1671,104053.05,20266470,5.134246369,197
2170522,27,1887,388124,4.861848275,8553
2170525,700,37543,7562328,4.964476547,6420
2170526,18,841.04,168307,4.997058946,8601
2170532,918,84869,14019476,6.053649937,2214
2170536,880,69005,13947380,4.947524195,3257
2170538,724,30706.02,5753395,5.337026225,6825
2170541,786,42699,8476608,5.037274344,5951
2170543,1188,65126.05,12254417,5.314495989,3064
2170544,1370,63842,11424150,5.588336988,2862
2170547,1295,72529.51,14123153,5.13550409,1843
2170548,328,19123,3574308,5.350126514,7835
2170549,1089,58944,11009362,5.353988723,4063
2170550,1097,71337.77,14203921,5.022399801,2397
2170553,1017,63538.05,12324607,5.155381425,3635
2170557,684,37281,7132204,5.22713596,6532
2170567,1482,91613,17679885,5.181764474,449
2170573,762,38942,6972156,5.585359823,6370
2170574,1047,56887.51,10706041,5.313589776,4372
2170580,1377,71173.5,12957226,5.492958138,2016
2170581,581,29767,5447848,5.463992387,7080
2170585,961,58148,11267557,5.160657275,4385
2170588,381,18820.5,3651722,5.153869873,7779
2170596,784,92181.04,15335850,6.010820398,1841
2170600,1772,113696.51,22255124,5.108778994,96
2170601,954,54615.33,10737869,5.086235453,4709
2170602,1235,56908,10058287,5.657822251,4030
2170603,1115,62540,11631471,5.376791981,3604
2170604,1468,68771.01,11921827,5.768495886,2171
2170605,1039,77726.5,15695298,4.952215625,1821
2170606,1597,93595,18485681,5.063108035,343
2170611,227,11530.03,2246174,5.133186476,8181
2170612,1099,68266.02,13662762,4.996502171,2729
2170614,1048,69847,14012646,4.984568939,2677
2170615,1727,94653.5,18834183,5.025622826,273
2170616,17,862.5,151135,5.706818407,8603
2170618,1316,74933.5,14089534,5.318380296,1677
2170628,1183,57886.31,10202113,5.673953033,4081
2170633,1362,67008.5,12389460,5.408508523,2409
2170634,985,76528.51,15580282,4.911882211,2070
2170636,1569,83344.23,16191734,5.147331966,603
2170637,963,44959.92,7422153,6.057530746,5758
2170638,1276,76697.01,14506070,5.287235619,1596
2170641,442,54107.5,11585565,4.6702513,5625
2170642,899,62373.05,11786916,5.291719225,4185
2170644,323,13985,2511849,5.567611747,8025
2170646,1135,45255.5,7371789,6.139011846,5445
2170651,1078,50620.77,8899436,5.688087425,5005
2170656,629,48283.5,9194687,5.251239112,5900
2170660,257,11267.11,1925502,5.851518201,8185
2170665,640,34055,6462435,5.269685498,6760
2170680,324,15909,2952966,5.387464671,7959
2170685,959,54167.44,10266518,5.276125752,4819
2170690,1099,77262.21,14777342,5.228424029,1939
2170691,1292,69983.5,12610312,5.549704083,2375
2170692,1006,75945.5,15740304,4.824906812,1995
2170693,496,52989.51,8624459,6.144096691,6065
2170694,876,43866.5,7820959,5.608839018,5869
2170701,816,59685,12022360,4.964499483,4476
2170706,810,52858.5,10295671,5.134051001,5187
2170710,1567,65107,11328272,5.747301972,2254
2170723,627,33218,6282859,5.287083476,6818
2170725,1318,80652.5,15735400,5.12554495,1094
2170727,261,24179,5075429,4.763932271,7627
2170728,280,15733.5,3273579,4.806207518,7977
2170729,883,41112,7445133,5.521996719,6010
2170730,648,31010.01,5438519,5.701921792,6953
2170743,2123,102545.5,18358164,5.585825467,151
2170745,915,48820.5,9122420,5.35170492,5389
2170746,662,39025.51,7659027,5.09536133,6419
2170751,356,19545,3579278,5.460598478,7797
2170754,1158,62065.5,11337301,5.474451106,3593
2170755,921,44987.85,8498715,5.293488486,5643
2170764,745,72903.5,11586387,6.29216856,4082
2170765,680,43934.5,8816514,4.98320538,6029
2170766,1150,79851.98,16065807,4.970306191,1367
2170767,1756,80531.5,14728083,5.467887437,623
2170770,1145,93735.01,18524146,5.060152841,591
2170777,1047,61798.1,11669763,5.295574555,3825
2170779,1362,119609.5,24292607,4.923699626,110
2170780,966,78377.56,16539861,4.738707296,1764
2170781,1321,56717.02,9668898,5.865923914,3896
2170782,1038,45250,7612398,5.944250419,5583
2170784,1026,51000,9127444,5.587544552,5058
2170788,1199,54188.5,9005482,6.017279253,4554
2170790,874,41928.24,7518124,5.576955102,5983
2170791,492,29700.51,5758410,5.157762299,7158
2170792,1147,73025.54,14373681,5.080503735,2144
